4440.51,4087.18,3993.85,4360.51,0
4453.85,4103.08,4003.08,4367.69,0
4465.13,4112.82,4017.95,4376.92,0
4451.79,4095.9,4007.18,4365.64,0
4439.49,4087.18,3989.74,4356.41,0
4446.67,4094.36,3991.28,4365.64,0
4450.77,4096.41,4002.56,4369.74,0
4446.67,4092.31,4003.08,4360.51,0
4449.23,4090.26,3991.79,4353.33,0
4451.28,4090.77,3987.69,4355.9,0
4445.13,4091.79,3990.77,4363.08,0
4442.05,4091.79,3992.31,4368.72,0
4449.23,4094.87,3996.41,4373.85,0
4452.31,4097.95,4003.59,4377.95,0
4444.1,4091.28,4000.51,4369.23,0
4441.54,4089.23,3990.77,4363.08,0
4448.21,4094.87,3989.74,4374.36,0
4448.72,4088.72,3989.74,4371.79,0
4441.54,4079.49,3985.13,4355.9,0
4449.23,4088.72,3990.77,4364.1,0
4463.59,4100.51,4001.54,4379.49,0
4456.41,4094.36,3995.9,4368.72,0
4445.13,4088.21,3985.13,4357.44,0
4455.38,4093.33,3989.74,4372.31,0
4460.51,4091.28,3992.82,4382.05,0
4442.56,4078.46,3980.51,4371.79,0
4438.97,4077.95,3978.97,4369.74,0
4457.95,4098.97,4001.03,4386.15,0
4464.62,4107.69,4011.28,4388.72,0
4456.41,4091.79,3992.31,4367.69,0
4455.9,4085.64,3985.13,4362.05,0
4463.08,4103.08,4004.62,4375.9,0
4465.13,4112.82,4014.36,4378.97,0
4458.97,4102.05,4001.54,4374.36,0
4454.36,4092.82,3990.26,4378.46,0
4457.95,4095.38,3994.87,4384.62,0
4454.36,4096.41,3998.46,4384.1,0
4447.18,4090.77,3992.31,4378.97,0
4453.85,4088.21,3987.69,4368.72,0
4461.03,4091.28,3989.74,4357.44,0
4457.44,4094.36,3994.36,4356.92,0
4455.9,4096.41,3996.92,4364.62,0
4459.49,4098.97,4000,4367.69,0
4460,4101.54,4003.08,4366.67,0
4461.54,4106.67,4006.15,4374.36,0
4461.03,4104.1,4002.05,4382.56,0
4457.44,4092.82,3994.87,4376.41,0
4458.97,4092.82,3994.87,4365.64,0
4462.05,4100,4000.51,4365.64,0
4458.46,4094.36,3999.49,4368.21,0
4454.87,4089.74,3994.87,4369.23,0
4456.92,4097.95,3998.97,4371.79,0
4458.46,4100,4001.03,4374.36,0
4458.46,4091.28,3996.92,4375.38,0
4458.97,4090.26,3999.49,4374.87,0
4458.97,4097.95,4002.56,4373.85,0
4458.46,4098.97,3998.46,4371.79,0
4458.46,4094.87,3995.38,4371.28,0
4458.46,4094.36,3995.38,4375.38,0
4457.44,4096.41,3991.28,4376.92,0
4458.97,4095.9,3989.74,4370.26,0
4460.51,4097.44,3997.44,4365.13,0
4460.51,4102.56,4004.1,4367.69,0
4460,4106.67,4006.67,4363.08,0
4460,4105.64,4005.64,4351.79,0
4461.03,4105.64,4005.64,4361.03,0
4463.08,4109.23,4008.72,4378.97,0
4459.49,4101.03,4002.05,4372.82,0
4455.38,4090.77,3990.77,4362.56,0
4457.44,4100,3995.9,4373.85,0
4463.08,4110.77,4008.21,4388.72,0
4460.51,4103.08,4006.67,4387.18,0
4451.28,4089.74,3999.49,4381.03,0
4451.28,4093.33,4005.64,4380.51,0
4458.46,4104.62,4013.85,4381.54,0
4459.49,4103.08,4011.79,4382.05,0
4455.38,4090.77,4004.1,4376.92,0
4456.92,4090.26,4001.03,4376.92,0
4458.97,4102.05,4003.08,4381.03,0
4458.46,4108.72,4007.69,4376.92,0
4459.49,4109.23,4014.36,4372.31,0
4458.97,4105.64,4014.36,4374.87,0
4454.87,4100.51,4012.31,4369.74,0
4456.92,4099.49,4013.85,4359.49,0
4461.03,4101.54,4010.26,4356.92,0
4453.33,4097.44,4001.03,4351.28,0
4448.72,4091.79,3998.97,4343.59,0
4457.44,4093.33,4002.56,4345.64,0
4460,4095.9,4000,4347.18,0
4453.85,4095.38,3996.41,4345.64,0
4455.38,4097.95,3996.92,4348.72,0
4461.03,4099.49,3999.49,4349.74,0
4457.95,4094.87,4002.05,4347.69,0
4456.92,4092.82,4003.59,4353.33,0
4457.95,4095.9,4003.08,4363.08,0
4457.95,4095.9,4004.1,4375.38,0
4454.87,4094.87,4003.59,4378.46,0
4448.21,4091.28,3991.79,4363.59,0
4443.08,4088.21,3985.13,4355.38,0
4444.62,4091.28,3998.97,4368.21,0
4446.67,4093.85,4007.18,4370.26,0
4442.56,4090.26,3993.85,4354.36,0
4442.05,4089.23,3988.21,4353.33,0
4445.13,4090.26,3996.92,4367.18,0
4445.64,4090.77,3993.33,4371.28,0
4444.62,4090.26,3985.64,4367.18,0
4443.59,4087.18,3988.21,4363.59,0
4442.56,4081.54,3987.69,4363.08,0
4440,4078.97,3985.64,4369.23,0
4441.54,4085.64,3996.92,4378.97,0
4451.79,4097.44,4007.18,4384.62,0
4462.05,4101.03,4008.72,4383.08,0
4458.46,4094.36,4006.15,4376.92,0
4449.74,4089.74,3998.46,4370.77,0
4451.28,4091.79,3992.82,4373.33,0
4454.87,4092.31,3999.49,4380,0
4450.77,4090.77,4002.56,4376.41,0
4446.15,4088.21,3991.79,4369.74,0
4446.67,4085.64,3990.26,4372.31,0
4452.82,4087.18,4002.05,4379.49,0
4458.46,4093.33,4010.26,4381.54,0
4458.97,4095.9,4006.67,4383.08,0
4459.49,4093.85,4000.51,4381.03,0
4458.97,4092.31,4001.54,4374.36,0
4448.21,4086.67,4000.51,4373.33,0
4442.05,4081.03,3988.72,4372.82,0
4448.21,4082.56,3985.13,4368.72,0
4448.72,4084.1,3993.33,4373.85,0
4442.56,4083.59,3998.97,4380,0
4448.21,4086.67,3996.41,4378.46,0
4462.56,4093.85,4000.51,4382.05,0
4460,4094.87,4005.64,4387.18,0
4444.1,4086.15,3996.41,4379.49,0
4446.15,4084.1,3994.87,4381.03,0
4457.44,4092.31,4008.21,4393.85,0
4448.72,4087.69,4002.56,4389.23,0
4437.44,4075.38,3984.62,4376.92,0
4445.13,4080,3984.62,4379.49,0
4452.31,4089.74,3992.31,4390.77,0
4445.64,4082.56,3989.74,4386.67,0
4438.97,4072.82,3987.18,4376.41,0
4442.56,4076.92,3990.26,4387.69,0
4447.18,4082.05,3991.79,4396.41,0
4445.13,4080.51,3991.79,4385.13,0
4443.08,4081.03,3992.31,4383.08,0
4444.1,4078.46,3991.79,4388.72,0
4444.1,4075.9,3989.23,4383.59,0
4446.67,4083.59,3988.72,4388.72,0
4449.74,4090.26,3989.74,4401.54,0
4457.44,4088.21,3990.26,4399.49,0
4458.46,4091.28,3991.28,4394.36,0
4447.18,4091.28,3988.72,4390.26,0
4445.64,4088.21,3990.77,4386.67,0
4460,4093.85,4007.18,4394.87,0
4463.59,4096.92,4016.41,4398.46,0
4456.41,4091.28,4007.69,4390.77,0
4457.95,4091.28,4002.05,4388.21,0
4461.54,4096.92,4009.23,4395.9,0
4457.95,4095.38,4007.69,4397.95,0
4454.87,4090.77,3995.38,4387.18,0
4457.44,4090.26,3992.31,4378.46,0
4460,4090.77,3995.38,4382.56,0
4458.97,4092.31,3998.46,4385.13,0
4460,4092.31,4003.59,4381.54,0
4458.46,4089.23,4004.1,4378.97,0
4457.95,4094.87,4002.56,4381.54,0
4461.03,4102.05,4004.62,4382.05,0
4461.54,4097.95,4005.64,4378.97,0
4459.49,4095.9,4004.1,4385.64,0
4460.51,4097.95,4006.15,4394.87,0
4463.08,4095.38,4006.15,4386.67,0
4461.03,4097.95,4002.56,4379.49,0
4459.49,4104.1,4006.15,4390.77,0
4461.03,4100.51,4012.31,4400,0
4460.51,4094.36,4010.26,4390.77,0
4457.44,4091.28,4004.1,4381.03,0
4457.44,4091.79,4003.08,4383.59,0
4461.03,4100,4007.69,4393.85,0
4461.54,4107.69,4010.26,4400,0
4460,4101.03,4007.18,4397.44,0
4460,4093.85,4004.62,4395.9,0
4458.46,4096.92,4004.62,4395.38,0
4458.46,4098.46,4005.64,4395.9,0
4458.97,4092.31,4004.62,4398.97,0
4451.79,4089.74,3998.46,4391.28,0
4449.23,4091.79,3991.79,4385.13,0
4457.95,4093.33,3995.38,4389.23,0
4462.05,4096.41,4001.03,4389.74,0
4458.46,4097.95,4002.05,4388.72,0
4452.82,4093.33,4002.05,4392.31,0
4445.64,4089.23,3998.46,4389.23,0
4447.18,4091.28,3997.95,4383.08,0
4457.95,4093.85,4003.59,4384.1,0
4458.97,4092.31,4001.03,4382.56,0
4454.36,4088.72,3990.77,4379.49,0
4456.41,4089.74,3989.74,4380.51,0
4459.49,4094.36,3993.33,4380,0
4460,4095.38,3995.38,4381.03,0
4456.41,4094.87,3997.44,4382.56,0
4454.87,4098.46,3995.9,4382.05,0
4458.46,4100.51,3997.95,4386.15,0
4456.41,4095.9,4004.1,4388.21,0
4445.64,4090.77,4004.1,4383.08,0
4438.97,4090.26,4000.51,4381.54,0
4443.08,4092.31,4007.18,4385.13,0
4446.15,4092.31,4006.15,4378.46,0
4443.08,4089.74,3993.33,4369.23,0
4446.15,4093.33,3996.41,4373.33,0
4455.9,4104.1,4006.67,4389.23,0
4460,4107.18,4003.59,4394.87,0
4457.95,4101.03,4000.51,4387.69,0
4456.92,4097.44,4003.08,4384.1,0
4455.9,4097.95,4004.1,4384.62,0
4459.49,4098.97,4006.15,4385.64,0
4456.92,4097.44,4005.64,4383.59,0
4443.59,4090.26,3997.44,4381.54,0
4445.13,4086.67,3998.46,4384.1,0
4461.03,4095.9,4006.67,4390.26,0
