COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,STIM,
88,4251.79,4686.67,4320,4368.21,4217.44,4458.46,4091.79,4029.74,4488.72,4271.28,3944.62,4653.33,4598.97,4360,1686,1687,5.604,0,0,0,0,0
89,4251.79,4686.67,4320,4368.21,4217.44,4457.95,4090.26,4030.77,4488.72,4272.31,3944.62,4654.36,4598.97,4361.03,1688,1683,5.612,0,0,0,0,0
90,4251.79,4686.15,4320,4368.21,4217.44,4460.51,4094.87,4030.77,4488.72,4272.31,3944.62,4656.41,4598.97,4357.95,1689,1680,5.619,0,0,0,0,0
91,4251.79,4686.15,4320,4368.21,4217.44,4459.49,4090.26,4022.05,4488.72,4269.74,3944.62,4656.92,4598.97,4345.13,1690,1677,5.627,0,0,0,0,0
92,4251.79,4687.69,4320,4368.21,4217.44,4456.92,4081.03,4011.28,4488.72,4274.36,3944.62,4656.41,4598.97,4344.62,1689,1675,5.635,0,0,0,0,0
93,4251.79,4688.72,4320,4368.21,4217.44,4458.46,4086.67,4011.79,4488.72,4278.97,3944.62,4655.9,4598.97,4357.44,1690,1676,5.643,0,0,0,0,0
94,4251.79,4687.69,4320,4368.21,4217.44,4460,4093.33,4020.51,4488.72,4272.31,3944.62,4654.36,4598.97,4354.36,1688,1676,5.651,0,0,0,0,0
95,4251.79,4687.18,4320,4368.21,4217.44,4460.51,4090.77,4021.54,4488.72,4267.69,3944.62,4655.38,4598.97,4342.05,1686,1679,5.659,0,0,0,0,0
96,4251.79,4687.69,4320,4368.21,4217.44,4461.54,4091.28,4019.49,4488.72,4272.31,3944.62,4656.92,4598.97,4340.51,1686,1680,5.666,0,0,0,0,0
97,4251.79,4687.18,4320,4368.21,4217.44,4461.54,4093.33,4023.08,4488.72,4273.33,3944.62,4652.82,4598.97,4344.1,1683,1684,5.674,0,0,0,0,0
98,4251.79,4687.18,4320,4368.21,4217.44,4458.97,4090.77,4028.72,4488.72,4271.79,3944.62,4649.23,4598.97,4351.79,1682,1686,5.682,0,0,0,0,0
99,4251.79,4687.18,4320,4368.21,4217.44,4458.46,4091.28,4032.82,4488.72,4274.36,3944.62,4648.21,4598.97,4362.56,1681,1688,5.69,0,0,0,0,0
100,4251.79,4687.18,4320,4368.21,4217.44,4457.95,4093.85,4032.82,4488.72,4276.92,3944.62,4648.72,4598.97,4356.41,1682,1688,5.698,0,0,0,0,0
101,4251.79,4687.18,4320,4368.21,4217.44,4454.36,4088.72,4029.23,4488.72,4278.97,3944.62,4649.23,4598.97,4348.72,1681,1689,5.705,0,0,0,0,0
102,4251.79,4687.18,4320,4368.21,4217.44,4451.28,4082.56,4025.13,4488.72,4282.05,3944.62,4649.23,4598.97,4350.77,1682,1687,5.713,0,0,0,0,0
103,4251.79,4687.18,4320,4368.21,4217.44,4456.92,4089.74,4025.64,4488.72,4276.92,3944.62,4649.74,4598.97,4342.56,1682,1686,5.721,0,0,0,0,0
104,4251.79,4687.18,4320,4368.21,4217.44,4469.74,4103.59,4036.92,4488.21,4268.72,3944.62,4652.31,4598.97,4336.41,1683,1685,5.729,0,0,0,0,0
105,4251.79,4687.18,4320,4368.21,4217.44,4479.49,4110.26,4045.64,4487.18,4268.72,3944.62,4652.82,4598.97,4351.79,1683,1683,5.737,0,0,0,0,0
106,4251.79,4687.18,4320,4368.21,4217.44,4474.36,4104.62,4040.51,4486.67,4273.33,3944.62,4649.74,4598.97,4358.46,1683,1684,5.745,0,0,0,0,0
107,4251.79,4687.18,4320,4368.21,4217.44,4464.1,4098.46,4035.9,4487.18,4273.33,3944.62,4648.72,4598.97,4344.62,1684,1682,5.752,0,0,0,0,0
108,4251.79,4687.18,4320,4368.21,4217.44,4465.13,4103.08,4044.62,4489.23,4270.26,3944.62,4650.26,4598.97,4338.46,1681,1683,5.76,0,0,0,0,0
109,4251.79,4687.18,4320,4368.21,4217.44,4473.85,4107.18,4048.72,4490.26,4270.77,3944.62,4650.77,4598.97,4343.08,1682,1683,5.768,0,0,0,0,0
110,4251.79,4687.18,4320,4368.21,4217.44,4475.38,4099.49,4036.41,4489.23,4278.46,3944.62,4650.77,4598.97,4345.64,1681,1683,5.776,0,0,0,0,0
111,4251.79,4687.18,4320,4368.21,4217.44,4467.18,4088.72,4020.51,4488.72,4279.49,3944.62,4650.26,4598.97,4336.92,1681,1685,5.784,0,0,0,0,0
112,4251.79,4687.18,4320,4368.21,4217.44,4466.15,4090.26,4015.9,4488.72,4268.72,3944.62,4649.74,4598.97,4326.15,1680,1685,5.791,0,0,0,0,0
113,4251.28,4687.18,4320,4368.21,4217.44,4474.87,4101.54,4023.08,4488.72,4264.62,3944.62,4650.26,4598.97,4328.72,1680,1686,5.799,0,0,0,0,0
114,4250.77,4687.18,4320,4368.21,4217.44,4477.44,4108.21,4029.74,4488.72,4273.33,3944.62,4649.74,4598.97,4341.54,1678,1686,5.807,0,0,0,0,0
115,4251.28,4687.18,4320,4368.21,4217.44,4475.9,4104.1,4030.77,4488.72,4273.85,3944.62,4649.74,4598.97,4347.18,1678,1687,5.815,0,0,0,0,0
116,4252.82,4687.18,4320,4368.21,4217.44,4471.79,4096.41,4028.72,4488.72,4270.26,3944.62,4649.74,4598.97,4346.15,1678,1685,5.823,0,0,0,0,0
117,4250.77,4687.18,4320,4368.21,4217.44,4464.62,4091.79,4028.72,4488.72,4276.41,3944.62,4649.74,4598.97,4353.33,1676,1687,5.831,0,0,0,0,0
118,4250.26,4687.18,4320,4368.21,4217.44,4457.44,4089.23,4029.23,4488.72,4282.05,3944.62,4649.74,4598.97,4360.51,1677,1686,5.838,0,0,0,0,0
119,4262.05,4686.67,4320,4368.21,4217.44,4458.46,4087.18,4027.18,4488.72,4282.56,3944.62,4650.26,4598.97,4354.87,1676,1686,5.846,0,0,0,0,0
120,4264.1,4686.67,4320,4368.21,4217.44,4458.97,4082.05,4018.97,4488.72,4278.46,3944.62,4649.23,4598.97,4345.13,1678,1686,5.854,0,0,0,0,0
121,4251.79,4686.67,4320,4368.21,4217.44,4457.95,4077.95,4010.77,4488.72,4272.31,3944.62,4650.26,4598.97,4346.67,1677,1685,5.861,0,0,0,0,0
122,4247.69,4686.67,4320,4368.21,4217.44,4458.97,4081.54,4012.82,4488.72,4270.77,3944.62,4652.82,4598.97,4355.9,1679,1684,5.869,0,0,0,0,0
123,4253.85,4686.15,4320,4368.21,4217.44,4459.49,4084.62,4018.97,4488.72,4270.26,3944.62,4651.79,4598.97,4356.92,1679,1683,5.876,0,0,0,0,0
124,4252.31,4686.67,4320,4368.21,4217.44,4457.95,4085.13,4020,4488.72,4267.18,3944.62,4649.23,4598.97,4353.33,1680,1682,5.884,0,0,0,0,0
125,4249.74,4688.72,4320,4368.21,4218.46,4461.54,4092.31,4026.67,4488.72,4266.15,3944.62,4649.23,4598.97,4355.38,1680,1681,5.892,0,0,0,0,0
126,4252.31,4687.69,4320,4368.21,4218.46,4472.31,4103.59,4041.03,4488.72,4267.18,3944.62,4650.26,4598.97,4363.59,1681,1681,5.9,0,0,0,0,0
127,4252.31,4685.13,4320,4368.21,4218.46,4473.85,4107.18,4046.67,4488.72,4267.18,3944.62,4650.26,4598.97,4368.21,1680,1679,5.908,0,0,0,0,0
128,4251.28,4684.62,4320,4368.21,4218.46,4461.03,4104.1,4044.62,4489.23,4268.21,3944.62,4650.77,4598.97,4364.62,1680,1681,5.916,0,0,0,0,0
0,4250.77,4687.18,4320,4368.21,4218.46,4460,4104.1,4049.23,4488.21,4267.69,3944.62,4651.28,4598.97,4357.95,1681,1678,5.923,0,0,0,0,0
1,4250.77,4687.69,4320,4368.21,4218.46,4472.82,4108.21,4052.82,4487.18,4265.64,3944.62,4651.28,4598.97,4359.49,1679,1680,5.931,0,0,0,0,0
2,4251.28,4687.18,4320,4368.21,4218.46,4476.92,4108.21,4047.18,4487.69,4274.36,3944.62,4650.77,4598.97,4360,1681,1681,5.939,0,0,0,0,0
3,4250.77,4686.15,4320,4368.21,4218.46,4472.31,4105.13,4043.08,4488.72,4283.59,3944.62,4651.79,4598.97,4349.23,1681,1682,5.947,0,0,0,0,0
4,4250.77,4686.67,4320,4368.21,4218.46,4472.82,4105.13,4045.64,4488.72,4282.05,3944.62,4652.31,4598.97,4349.23,1683,1685,5.955,0,0,0,0,0
5,4250.77,4688.21,4320,4368.21,4218.46,4475.38,4106.67,4046.67,4488.21,4279.49,3944.62,4650.26,4598.97,4360,1685,1686,5.963,0,0,0,0,0
6,4250.77,4687.18,4320,4368.21,4218.46,4469.74,4105.13,4040.51,4488.72,4279.49,3944.62,4648.21,4598.97,4358.97,1686,1691,5.97,0,0,0,0,0
7,4250.77,4685.64,4320,4368.21,4218.46,4460.51,4098.46,4032.82,4488.72,4277.95,3944.62,4648.72,4598.97,4353.85,1688,1693,5.978,0,0,0,0,0
